uuid,pdf_title,pdf_storage_path,txt_storage_path
82b0b0b8-d7fe-4fca-ae37-1287f0f1f6ba,国家卫生健康委副主任曾益新：反对将溯源工作作为“甩锅”的工具,result\np_navi\pdf\82b0b0b8-d7fe-4fca-ae37-1287f0f1f6ba.pdf,result\np_navi\txt\82b0b0b8-d7fe-4fca-ae37-1287f0f1f6ba.txt
d21aede9-f8ba-4999-9130-2432f12d2b9a,搞政治溯源没有出路,result\np_navi\pdf\d21aede9-f8ba-4999-9130-2432f12d2b9a.pdf,result\np_navi\txt\d21aede9-f8ba-4999-9130-2432f12d2b9a.txt
64065fb8-d20e-40e3-bf98-da3dc9d2f9cc,挖掘拉中合作的无限潜力,result\np_navi\pdf\64065fb8-d20e-40e3-bf98-da3dc9d2f9cc.pdf,result\np_navi\txt\64065fb8-d20e-40e3-bf98-da3dc9d2f9cc.txt
8f48d7ee-a61a-4dcd-8290-4722ec89065f,加强投资合作  促进互利共赢,result\np_navi\pdf\8f48d7ee-a61a-4dcd-8290-4722ec89065f.pdf,result\np_navi\txt\8f48d7ee-a61a-4dcd-8290-4722ec89065f.txt
15a9a4df-f790-4e4d-bad8-473067c5dc23,现在生活更幸福,result\np_navi\pdf\15a9a4df-f790-4e4d-bad8-473067c5dc23.pdf,result\np_navi\txt\15a9a4df-f790-4e4d-bad8-473067c5dc23.txt
22feb0a2-8645-4255-8de4-fa207e8fecdf,发扬特区精神  深化改革开放,result\np_navi\pdf\22feb0a2-8645-4255-8de4-fa207e8fecdf.pdf,result\np_navi\txt\22feb0a2-8645-4255-8de4-fa207e8fecdf.txt
cad9604a-79b2-4bda-bddf-5afab3d4a432,全国人大财经干部培训广覆盖多形式,result\np_navi\pdf\cad9604a-79b2-4bda-bddf-5afab3d4a432.pdf,result\np_navi\txt\cad9604a-79b2-4bda-bddf-5afab3d4a432.txt
8298013b-d0ec-4715-9091-c4568a6ae1b4,技能中国行动正式启动,result\np_navi\pdf\8298013b-d0ec-4715-9091-c4568a6ae1b4.pdf,result\np_navi\txt\8298013b-d0ec-4715-9091-c4568a6ae1b4.txt
28e87fab-1b24-4128-8489-0eeeeebc5689,财政部发布今年前7月国有企业营收数据,result\np_navi\pdf\28e87fab-1b24-4128-8489-0eeeeebc5689.pdf,result\np_navi\txt\28e87fab-1b24-4128-8489-0eeeeebc5689.txt
dc56e78e-ea86-4318-b192-bdea2343f36b,继续发扬特区精神，勇当新时代的“拓荒牛”,result\np_navi\pdf\dc56e78e-ea86-4318-b192-bdea2343f36b.pdf,result\np_navi\txt\dc56e78e-ea86-4318-b192-bdea2343f36b.txt
3c23b85a-c537-492d-9260-18cc874d2667,为实现理想不懈奋斗,result\np_navi\pdf\3c23b85a-c537-492d-9260-18cc874d2667.pdf,result\np_navi\txt\3c23b85a-c537-492d-9260-18cc874d2667.txt
1a0ae293-4115-4c88-9a8b-f4f5a2771ab8,7月营业性货运量同比增7.8%,result\np_navi\pdf\1a0ae293-4115-4c88-9a8b-f4f5a2771ab8.pdf,result\np_navi\txt\1a0ae293-4115-4c88-9a8b-f4f5a2771ab8.txt
9cc742e6-303c-45d5-ad4b-5e6cf7ef8961,坚定不移走中国特色解决民族问题的正确道路,result\np_navi\pdf\9cc742e6-303c-45d5-ad4b-5e6cf7ef8961.pdf,result\np_navi\txt\9cc742e6-303c-45d5-ad4b-5e6cf7ef8961.txt
8fa7fa99-d14f-4902-bf53-539541a51879,深刻认识铸牢中华民族共同体意识的重大意义,result\np_navi\pdf\8fa7fa99-d14f-4902-bf53-539541a51879.pdf,result\np_navi\txt\8fa7fa99-d14f-4902-bf53-539541a51879.txt
a83c78e8-26d3-42aa-ad07-93eba7d296f0,推动核电行业和技术整体升级换代,result\np_navi\pdf\a83c78e8-26d3-42aa-ad07-93eba7d296f0.pdf,result\np_navi\txt\a83c78e8-26d3-42aa-ad07-93eba7d296f0.txt
4f36955c-0ddb-4166-b51f-0951e075fb65,永定河全线通水跨流域多水源调度启动,result\np_navi\pdf\4f36955c-0ddb-4166-b51f-0951e075fb65.pdf,result\np_navi\txt\4f36955c-0ddb-4166-b51f-0951e075fb65.txt
453d49c1-04b7-4870-8420-d21506cd7ba0,咱是有职称的新农民,result\np_navi\pdf\453d49c1-04b7-4870-8420-d21506cd7ba0.pdf,result\np_navi\txt\453d49c1-04b7-4870-8420-d21506cd7ba0.txt
dafd3c26-152b-4cf8-94b1-9b9a409ab1d7,技术在手  生活无忧,result\np_navi\pdf\dafd3c26-152b-4cf8-94b1-9b9a409ab1d7.pdf,result\np_navi\txt\dafd3c26-152b-4cf8-94b1-9b9a409ab1d7.txt
e42e1aee-dbd0-4004-b6f2-ba05a6a857e5,政治操弄的又一闹剧,result\np_navi\pdf\e42e1aee-dbd0-4004-b6f2-ba05a6a857e5.pdf,result\np_navi\txt\e42e1aee-dbd0-4004-b6f2-ba05a6a857e5.txt
495cfe02-dabb-4085-bbe1-4f938aa7b42f,外交部副部长马朝旭  就美国情报部门发布溯源调查报告发表谈话,result\np_navi\pdf\495cfe02-dabb-4085-bbe1-4f938aa7b42f.pdf,result\np_navi\txt\495cfe02-dabb-4085-bbe1-4f938aa7b42f.txt
a96e06d0-26b0-4d02-bb8d-7892507d8ea9,激发数字经济的增长潜能,result\np_navi\pdf\a96e06d0-26b0-4d02-bb8d-7892507d8ea9.pdf,result\np_navi\txt\a96e06d0-26b0-4d02-bb8d-7892507d8ea9.txt
b70f74ed-276c-41cc-8ae9-6be7aa8059fb,“见证中国日新月异的变化很有意义”,result\np_navi\pdf\b70f74ed-276c-41cc-8ae9-6be7aa8059fb.pdf,result\np_navi\txt\b70f74ed-276c-41cc-8ae9-6be7aa8059fb.txt
17272bd6-21f5-466f-848a-3d155ee0d90b,“中共是为人类进步事业奋斗的政党”,result\np_navi\pdf\17272bd6-21f5-466f-848a-3d155ee0d90b.pdf,result\np_navi\txt\17272bd6-21f5-466f-848a-3d155ee0d90b.txt
aa06b541-8768-4035-be91-5497fa0830aa,产业沿着公路走  公路促进产业兴,result\np_navi\pdf\aa06b541-8768-4035-be91-5497fa0830aa.pdf,result\np_navi\txt\aa06b541-8768-4035-be91-5497fa0830aa.txt
afee9e53-ca04-4ec5-ba73-809209972911,全心全意为人民服务,result\np_navi\pdf\afee9e53-ca04-4ec5-ba73-809209972911.pdf,result\np_navi\txt\afee9e53-ca04-4ec5-ba73-809209972911.txt
9fc26448-8046-4de0-a2bc-2c5508776b39,《习近平用典》西班牙语版新书发布会在哥斯达黎加举行,result\np_navi\pdf\9fc26448-8046-4de0-a2bc-2c5508776b39.pdf,result\np_navi\txt\9fc26448-8046-4de0-a2bc-2c5508776b39.txt
85792cfa-23a1-4aee-adaf-43ab06ab3a98,坚定不移走中国特色解决民族问题的正确道路,result\np_navi\pdf\85792cfa-23a1-4aee-adaf-43ab06ab3a98.pdf,result\np_navi\txt\85792cfa-23a1-4aee-adaf-43ab06ab3a98.txt
947f6470-b17d-4866-bcc5-7c6598c108a9,以铸牢中华民族共同体意识为主线  推动新时代党的民族工作高质量发展,result\np_navi\pdf\947f6470-b17d-4866-bcc5-7c6598c108a9.pdf,result\np_navi\txt\947f6470-b17d-4866-bcc5-7c6598c108a9.txt
25f6e536-0e97-494e-8590-42ade4292f25,首届“粤港澳大湾区购物节”开幕,result\np_navi\pdf\25f6e536-0e97-494e-8590-42ade4292f25.pdf,result\np_navi\txt\25f6e536-0e97-494e-8590-42ade4292f25.txt
f07c7d42-4cec-4a9f-8b0d-c4c82b5cc0e9,部署文娱领域综合治理工作,result\np_navi\pdf\f07c7d42-4cec-4a9f-8b0d-c4c82b5cc0e9.pdf,result\np_navi\txt\f07c7d42-4cec-4a9f-8b0d-c4c82b5cc0e9.txt
e72f45a9-d975-4fdb-94ce-e15b1dd4bd1d,碧绿菌草情谊长,result\np_navi\pdf\e72f45a9-d975-4fdb-94ce-e15b1dd4bd1d.pdf,result\np_navi\txt\e72f45a9-d975-4fdb-94ce-e15b1dd4bd1d.txt
cd83f049-bd2f-4338-adcf-7fe3a52fbac8,“五位一体”谱华章,result\np_navi\pdf\cd83f049-bd2f-4338-adcf-7fe3a52fbac8.pdf,result\np_navi\txt\cd83f049-bd2f-4338-adcf-7fe3a52fbac8.txt
4cab0e2d-c928-460a-a430-e1cec8c3e74b,前7月规上互联网企业收入增26.3%,result\np_navi\pdf\4cab0e2d-c928-460a-a430-e1cec8c3e74b.pdf,result\np_navi\txt\4cab0e2d-c928-460a-a430-e1cec8c3e74b.txt
54b23112-64a2-4ccf-8f24-f23088d18348,今年秋粮丰收基础好,result\np_navi\pdf\54b23112-64a2-4ccf-8f24-f23088d18348.pdf,result\np_navi\txt\54b23112-64a2-4ccf-8f24-f23088d18348.txt
9f84183f-c691-4d74-80cb-4ca9494d31e1,忠魂不泯  浩气长存,result\np_navi\pdf\9f84183f-c691-4d74-80cb-4ca9494d31e1.pdf,result\np_navi\txt\9f84183f-c691-4d74-80cb-4ca9494d31e1.txt
1f72ea08-e3c9-4d3d-8818-3b31b5894df8,功绩彪炳千秋  英名万古流芳,result\np_navi\pdf\1f72ea08-e3c9-4d3d-8818-3b31b5894df8.pdf,result\np_navi\txt\1f72ea08-e3c9-4d3d-8818-3b31b5894df8.txt
82d51f6f-180a-421c-b01c-c41db5cf5073,韩正同美国总统气候问题特使克里举行视频会见,result\np_navi\pdf\82d51f6f-180a-421c-b01c-c41db5cf5073.pdf,result\np_navi\txt\82d51f6f-180a-421c-b01c-c41db5cf5073.txt
e773c4b3-59fc-4ff6-8df2-cd2073845282,李克强将出席2021年太原能源低碳发展论坛,result\np_navi\pdf\e773c4b3-59fc-4ff6-8df2-cd2073845282.pdf,result\np_navi\txt\e773c4b3-59fc-4ff6-8df2-cd2073845282.txt
8840344e-4c84-48d0-9721-1952b85d414e,李克强将出席第七届世界自然保护大会开幕式,result\np_navi\pdf\8840344e-4c84-48d0-9721-1952b85d414e.pdf,result\np_navi\txt\8840344e-4c84-48d0-9721-1952b85d414e.txt
cfbff59c-602f-42f7-a6c9-1e6a460db5ad,信念坚定  对党忠诚,result\np_navi\pdf\cfbff59c-602f-42f7-a6c9-1e6a460db5ad.pdf,result\np_navi\txt\cfbff59c-602f-42f7-a6c9-1e6a460db5ad.txt
89d5b3ee-7c01-4d61-a586-efcf105719f9,在2021年中国国际服务贸易交易会全球服务贸易峰会上的致辞,result\np_navi\pdf\89d5b3ee-7c01-4d61-a586-efcf105719f9.pdf,result\np_navi\txt\89d5b3ee-7c01-4d61-a586-efcf105719f9.txt
8f8e8609-5f24-470c-8e6d-b0ca6e883a8f,习近平在2021年中国国际服务贸易交易会全球服务贸易峰会上发表视频致辞,result\np_navi\pdf\8f8e8609-5f24-470c-8e6d-b0ca6e883a8f.pdf,result\np_navi\txt\8f8e8609-5f24-470c-8e6d-b0ca6e883a8f.txt
b6eb90e3-a683-4795-aa8c-59bb489f90b8,习近平向菌草援外20周年暨助力可持续发展国际合作论坛致贺信,result\np_navi\pdf\b6eb90e3-a683-4795-aa8c-59bb489f90b8.pdf,result\np_navi\txt\b6eb90e3-a683-4795-aa8c-59bb489f90b8.txt
81140a2f-73d2-4f15-8c4e-5abdca26c205,习近平将出席俄罗斯第六届东方经济论坛全会开幕式,result\np_navi\pdf\81140a2f-73d2-4f15-8c4e-5abdca26c205.pdf,result\np_navi\txt\81140a2f-73d2-4f15-8c4e-5abdca26c205.txt
e6aff7f9-f1a2-4a6c-b6d1-00e1b3caa242,姜春云同志遗体在京火化,result\np_navi\pdf\e6aff7f9-f1a2-4a6c-b6d1-00e1b3caa242.pdf,result\np_navi\txt\e6aff7f9-f1a2-4a6c-b6d1-00e1b3caa242.txt
dc38b43d-66e2-4da0-9459-1a890256e877,公布《中华人民共和国外商投资法实施条例》,result\np_navi\pdf\dc38b43d-66e2-4da0-9459-1a890256e877.pdf,result\np_navi\txt\dc38b43d-66e2-4da0-9459-1a890256e877.txt
20be5860-530a-4184-996a-38bec771e7b5,中俄两国元首互致新年贺电,result\np_navi\pdf\20be5860-530a-4184-996a-38bec771e7b5.pdf,result\np_navi\txt\20be5860-530a-4184-996a-38bec771e7b5.txt
48acfdf3-a40c-4f28-8dbc-fe2fb0c0ce17,新年戏曲晚会在京举行,result\np_navi\pdf\48acfdf3-a40c-4f28-8dbc-fe2fb0c0ce17.pdf,result\np_navi\txt\48acfdf3-a40c-4f28-8dbc-fe2fb0c0ce17.txt
43baca27-c99d-4666-830f-8484260cb3b8,万众一心加油干,result\np_navi\pdf\43baca27-c99d-4666-830f-8484260cb3b8.pdf,result\np_navi\txt\43baca27-c99d-4666-830f-8484260cb3b8.txt
7142c2aa-d68c-46e4-875b-ef3e5baeaff9,不惧风雨  不畏险阻,result\np_navi\pdf\7142c2aa-d68c-46e4-875b-ef3e5baeaff9.pdf,result\np_navi\txt\7142c2aa-d68c-46e4-875b-ef3e5baeaff9.txt
80060a9e-8c76-4cb0-9937-312769bc9354,苏州工业园区  高水平开放  助推高质量发展,result\np_navi\pdf\80060a9e-8c76-4cb0-9937-312769bc9354.pdf,result\np_navi\txt\80060a9e-8c76-4cb0-9937-312769bc9354.txt
3e8de32d-e1ca-4ab3-a06e-d0d22e1427d8,“冰雪奇缘”续写中芬友谊新篇章,result\np_navi\pdf\3e8de32d-e1ca-4ab3-a06e-d0d22e1427d8.pdf,result\np_navi\txt\3e8de32d-e1ca-4ab3-a06e-d0d22e1427d8.txt
5312c6ae-ac82-4043-b7db-e121465a1fcc,携手合作共发展,result\np_navi\pdf\5312c6ae-ac82-4043-b7db-e121465a1fcc.pdf,result\np_navi\txt\5312c6ae-ac82-4043-b7db-e121465a1fcc.txt
f9c26219-75c1-4afa-96e9-1e6f045d9fb1,瞄准小院小楼  服务做细做优,result\np_navi\pdf\f9c26219-75c1-4afa-96e9-1e6f045d9fb1.pdf,result\np_navi\txt\f9c26219-75c1-4afa-96e9-1e6f045d9fb1.txt
cbaf64be-c96e-4c2f-8720-8ef00b000101,重点提案督办  建言落到实处,result\np_navi\pdf\cbaf64be-c96e-4c2f-8720-8ef00b000101.pdf,result\np_navi\txt\cbaf64be-c96e-4c2f-8720-8ef00b000101.txt
25152d7b-dae3-45de-8ff3-6a730bb5c7b0,给扶贫干部最坚强的后盾,result\np_navi\pdf\25152d7b-dae3-45de-8ff3-6a730bb5c7b0.pdf,result\np_navi\txt\25152d7b-dae3-45de-8ff3-6a730bb5c7b0.txt
ba8df8db-32fa-4aca-b2be-b34abf4b69d0,法治阳光  温暖人心,result\np_navi\pdf\ba8df8db-32fa-4aca-b2be-b34abf4b69d0.pdf,result\np_navi\txt\ba8df8db-32fa-4aca-b2be-b34abf4b69d0.txt
d7a34650-983d-4762-aa40-b4eed75e61a7,坚定信心，让梦想照进现实,result\np_navi\pdf\d7a34650-983d-4762-aa40-b4eed75e61a7.pdf,result\np_navi\txt\d7a34650-983d-4762-aa40-b4eed75e61a7.txt
0138b995-50a7-46fe-b839-fffc82c4e3ee,叫响万山好生态,result\np_navi\pdf\0138b995-50a7-46fe-b839-fffc82c4e3ee.pdf,result\np_navi\txt\0138b995-50a7-46fe-b839-fffc82c4e3ee.txt
eda596b2-674b-4384-b728-ed03a2b3d9da,坚持和完善中国特色社会主义制度  推进国家治理体系和治理能力现代化,result\np_navi\pdf\eda596b2-674b-4384-b728-ed03a2b3d9da.pdf,result\np_navi\txt\eda596b2-674b-4384-b728-ed03a2b3d9da.txt
677d7227-7d7f-4057-b420-44667f09aa6b,中国电影稳健前行,result\np_navi\pdf\677d7227-7d7f-4057-b420-44667f09aa6b.pdf,result\np_navi\txt\677d7227-7d7f-4057-b420-44667f09aa6b.txt
6946a18a-c855-4799-8b55-7adc69082ee1,根治欠薪彰显治理温度,result\np_navi\pdf\6946a18a-c855-4799-8b55-7adc69082ee1.pdf,result\np_navi\txt\6946a18a-c855-4799-8b55-7adc69082ee1.txt
